number_of_qubits,number_of_classical_bits,depth,width,total_operations,single_qubit_gates,two_qubit_gates,three_qubit_gates,measurement_gates,parameterized_gates,entangling_gates,gate_ccx,gate_cp,gate_cx,gate_cz,gate_h,gate_measure,gate_rx,gate_ry,gate_rz,gate_s,gate_sdg,gate_swap,gate_sx,gate_t,gate_x,gate_y,gate_z
9,9,31,18,213,142,58,4,9,62,62,4,23,13,10,15,9,14,13,12,9,0,12,20,18,12,20,9
8,8,5,16,25,13,3,1,8,3,4,1,0,1,1,3,8,2,1,0,1,0,1,1,2,2,0,1
2,2,38,4,62,46,14,0,2,0,14,0,0,7,5,7,2,0,0,0,6,6,2,7,0,10,4,6
11,11,18,22,91,58,21,1,11,26,22,1,7,5,8,11,11,6,8,5,4,0,1,4,2,9,5,4
9,9,36,18,148,87,47,5,9,37,52,5,15,9,8,16,9,5,10,7,6,0,15,5,12,4,8,14
10,10,31,20,215,119,77,9,10,65,86,9,34,17,13,10,10,9,9,13,15,0,13,17,13,10,12,11
9,9,29,18,148,37,91,11,9,39,102,11,27,19,23,3,9,2,4,6,7,0,22,4,0,4,3,4
6,6,8,12,33,14,11,2,6,7,13,2,3,4,0,0,6,1,1,2,3,0,4,2,1,3,0,1
8,8,29,16,215,191,15,1,8,177,16,1,12,2,0,4,8,54,60,51,2,0,1,3,5,3,4,5
8,8,47,16,211,60,121,22,8,53,143,22,39,26,24,7,8,6,4,4,7,0,32,5,8,6,7,6
10,10,24,20,214,181,20,3,10,167,23,3,15,2,1,9,10,49,53,50,2,0,2,4,4,4,2,4
7,7,40,14,211,135,69,0,7,0,69,0,0,13,31,10,7,0,0,0,20,25,25,17,0,19,30,14
2,2,58,4,88,58,28,0,2,22,28,0,9,6,5,6,2,5,4,4,8,0,8,1,4,9,5,12
9,9,3,18,16,7,0,0,9,1,0,0,0,0,0,1,9,0,1,0,3,0,0,2,0,0,0,0
8,8,12,16,40,20,8,4,8,7,12,4,1,1,2,1,8,0,3,3,3,0,4,0,3,1,5,1
4,4,97,8,196,128,64,0,4,128,64,0,0,64,0,0,4,0,64,64,0,0,0,0,0,0,0,0
2,2,13,4,20,12,6,0,2,6,6,0,2,0,3,1,2,1,3,0,0,0,1,0,5,0,1,1
5,5,36,10,80,50,25,0,5,50,25,0,0,25,0,0,5,0,25,25,0,0,0,0,0,0,0,0
4,4,51,8,165,125,33,3,4,47,36,3,9,6,11,20,4,18,8,12,14,0,7,13,10,9,8,13
5,5,40,10,135,73,49,8,5,43,57,8,15,9,13,8,5,13,9,6,6,0,12,10,7,6,5,3
5,5,11,10,46,32,9,0,5,11,9,0,3,3,2,3,5,0,6,2,7,0,1,1,4,3,2,4
6,6,43,12,206,151,46,3,6,66,49,3,15,8,13,18,6,10,24,17,16,0,10,8,16,12,14,16
12,12,85,24,228,144,72,0,12,144,72,0,0,72,0,0,12,0,72,72,0,0,0,0,0,0,0,0
3,3,23,6,45,20,20,2,3,8,22,2,5,3,5,3,3,1,1,1,1,0,7,4,2,2,4,1
8,8,36,16,212,139,54,11,8,58,65,11,16,13,14,17,8,20,10,12,10,0,11,16,15,13,13,13
6,6,24,12,81,44,29,2,6,31,31,2,20,0,4,11,6,6,2,3,4,0,5,2,5,1,4,6
12,12,20,24,222,194,14,2,12,180,16,2,11,1,1,5,12,59,49,61,3,0,1,4,2,2,4,5
11,11,26,22,213,136,59,7,11,52,66,7,16,11,17,13,11,8,16,12,16,0,15,7,16,20,16,12
6,6,48,12,210,143,44,17,6,57,61,17,9,17,9,12,6,14,13,21,18,0,9,14,10,9,14,18
12,12,6,24,60,36,12,0,12,21,12,0,7,2,1,2,12,4,5,5,3,0,2,1,6,4,4,2
4,4,16,8,53,38,11,0,4,0,11,0,0,2,3,8,4,0,0,0,5,8,6,5,0,5,6,1
8,8,42,16,209,131,62,8,8,48,70,8,17,18,13,17,8,11,9,11,11,0,14,14,16,13,15,14
10,10,17,20,59,22,24,3,10,13,27,3,6,14,2,3,10,3,1,3,0,0,2,2,3,2,0,5
9,9,36,18,188,117,52,10,9,58,62,10,22,17,6,12,9,15,10,11,7,0,7,12,10,12,15,13
10,10,29,20,214,128,76,0,10,0,76,0,0,25,23,26,10,0,0,0,21,18,28,22,0,12,15,14
4,4,26,8,80,52,24,0,4,0,24,0,0,7,6,6,4,0,0,0,11,5,11,8,0,7,10,5
7,7,16,14,88,57,24,0,7,24,24,0,6,6,6,7,7,6,7,5,4,0,6,6,8,4,5,5
5,5,33,10,127,87,32,3,5,30,35,3,8,8,8,7,5,8,2,12,8,0,8,10,10,10,10,10
5,5,48,10,190,140,40,5,5,58,45,5,13,8,5,13,5,16,16,13,10,0,14,13,9,15,18,17
8,8,44,16,213,125,77,3,8,76,80,3,38,12,11,19,8,15,14,9,10,0,16,6,20,11,12,9
4,4,33,8,121,107,9,1,4,94,10,1,8,1,0,5,4,27,32,27,2,0,0,2,1,1,5,5
10,10,29,20,210,130,60,10,10,54,70,10,15,16,15,18,10,12,16,11,13,0,14,11,12,15,8,14
6,6,43,12,208,157,40,5,6,71,45,5,10,12,10,11,6,22,20,19,14,0,8,24,16,10,8,13
10,10,23,20,132,33,80,9,10,33,89,9,22,18,29,3,10,4,3,4,3,0,11,4,3,2,3,4
9,9,23,18,185,155,20,1,9,147,21,1,16,2,0,4,9,46,38,47,6,0,2,5,5,1,2,1
8,8,33,16,209,149,49,3,8,47,52,3,12,10,10,17,8,13,12,10,12,0,17,13,17,14,22,19
4,4,49,8,146,104,35,3,4,44,38,3,9,14,8,14,4,10,11,14,9,0,4,5,4,11,15,11
6,6,48,12,208,122,80,0,6,0,80,0,0,31,26,17,6,0,0,0,20,17,23,13,0,24,17,14
6,6,43,12,208,155,44,3,6,62,47,3,14,8,9,14,6,18,19,11,17,0,13,14,14,20,16,12
8,8,29,16,215,193,11,3,8,174,14,3,10,0,1,7,8,55,58,51,4,0,0,3,3,4,2,6
8,8,34,16,213,154,47,4,8,57,51,4,11,12,11,25,8,18,13,15,18,0,13,14,15,13,11,12
2,2,10,4,18,14,2,0,2,6,2,0,0,1,1,1,2,0,2,4,2,0,0,3,1,0,1,0
4,4,15,8,40,18,16,2,4,6,18,2,4,4,5,4,4,2,0,0,0,0,3,2,2,3,2,3
2,2,5,4,8,5,1,0,2,2,1,0,0,1,0,0,2,0,0,2,2,0,0,0,0,1,0,0
2,2,15,4,22,16,4,0,2,7,4,0,1,0,0,2,2,1,0,5,0,0,3,1,1,0,2,4
10,10,29,20,217,134,73,0,10,0,73,0,0,19,28,20,10,0,0,0,20,7,26,27,0,23,21,16
9,9,41,18,211,58,130,14,9,52,144,14,41,25,35,8,9,4,3,4,7,0,29,7,6,6,7,6
2,2,14,4,28,26,0,0,2,20,0,0,0,0,0,3,2,9,3,8,1,0,0,0,0,2,0,0
11,11,9,22,79,48,20,0,11,0,20,0,0,6,7,7,11,0,0,0,7,6,7,7,0,8,6,7
2,2,5,4,8,5,1,0,2,2,1,0,0,1,0,1,2,0,1,1,1,0,0,1,0,0,0,0
4,4,20,8,60,39,16,1,4,17,17,1,4,6,2,5,4,0,6,7,5,0,4,3,5,2,2,4
2,2,44,4,68,47,19,0,2,27,19,0,9,5,2,5,2,5,8,5,4,0,3,3,3,6,3,5
3,3,7,6,13,7,3,0,3,3,3,0,1,2,0,0,3,1,1,0,1,0,0,1,2,1,0,0
5,5,26,10,78,43,29,1,5,26,30,1,15,4,5,8,5,6,3,2,2,0,5,6,7,2,5,2
6,6,5,12,26,17,2,1,6,2,3,1,0,1,0,1,6,0,1,1,0,0,1,2,1,3,1,7
10,10,29,20,215,139,57,9,10,58,66,9,16,12,15,14,10,15,16,11,16,0,14,14,18,14,13,8
5,5,32,10,102,62,33,2,5,48,35,2,18,7,2,10,5,9,8,13,4,0,6,6,1,4,4,3
7,7,13,14,81,65,8,1,7,61,9,1,7,1,0,1,7,17,19,18,1,0,0,3,1,3,2,0
12,12,32,24,214,45,144,13,12,57,157,13,41,36,31,6,12,6,6,4,7,0,36,2,2,2,5,5
6,6,24,12,96,50,32,8,6,24,40,8,9,5,6,4,6,6,7,2,7,0,12,6,5,3,7,3
8,8,32,16,99,55,26,10,8,23,36,10,10,6,7,5,8,4,3,6,4,0,3,7,10,7,2,7
2,2,49,4,82,64,16,0,2,64,16,0,0,16,0,0,2,0,32,32,0,0,0,0,0,0,0,0
5,5,27,10,98,62,25,6,5,27,31,6,7,8,4,3,5,4,8,8,10,0,6,7,4,9,4,5
6,6,8,12,16,4,5,1,6,1,6,1,0,5,0,2,6,0,1,0,1,0,0,0,0,0,0,0
6,6,13,12,39,22,8,3,6,8,11,3,1,6,1,5,6,2,3,2,2,0,0,0,2,2,3,1
10,10,24,20,214,182,18,4,10,169,22,4,16,2,0,1,10,55,41,57,6,0,0,1,7,3,8,3
10,10,25,20,70,40,20,0,10,40,20,0,0,20,0,0,10,0,20,20,0,0,0,0,0,0,0,0
9,9,31,18,210,142,49,10,9,56,59,10,17,8,10,11,9,10,19,10,14,0,14,13,10,18,14,23
8,8,45,16,210,62,130,10,8,48,140,10,33,29,32,9,8,6,6,3,4,0,36,7,5,8,6,8
10,10,28,20,212,140,56,6,10,56,62,6,17,10,16,8,10,11,17,11,13,0,13,8,15,19,19,19
7,7,19,14,98,56,35,0,7,0,35,0,0,18,6,8,7,0,0,0,7,8,11,10,0,8,7,8
6,6,39,12,137,70,55,6,6,50,61,6,28,10,7,13,6,8,7,7,3,0,10,6,10,4,4,8
4,4,40,8,107,69,27,7,4,40,34,7,13,5,1,6,4,9,13,5,4,0,8,3,13,5,3,8
12,12,7,24,39,20,5,2,12,6,7,2,1,0,3,0,12,3,1,1,3,0,1,1,2,4,2,3
6,6,16,12,81,62,11,2,6,27,13,2,6,3,1,5,6,3,9,9,6,0,1,7,7,2,6,8
4,4,43,8,122,81,36,1,4,35,37,1,16,5,6,11,4,7,6,6,13,0,9,8,6,6,10,8
4,4,16,8,52,36,12,0,4,14,12,0,4,0,5,3,4,7,1,2,5,0,3,2,7,0,5,4
8,8,3,16,15,5,2,0,8,1,2,0,1,1,0,0,8,0,0,0,0,0,0,1,0,0,2,2
3,3,25,6,56,41,12,0,3,16,12,0,7,3,1,7,3,1,2,6,6,0,1,1,6,2,5,5
5,5,32,10,121,79,35,2,5,36,37,2,13,8,6,6,5,7,9,7,9,0,8,6,12,10,6,7
12,12,14,24,34,9,13,0,12,4,13,0,1,12,0,2,12,0,2,1,0,0,0,1,2,0,1,0
10,10,29,20,212,136,54,12,10,56,66,12,20,14,8,12,10,17,7,12,16,0,12,22,14,13,8,15
11,11,40,22,212,96,93,12,11,93,105,12,64,8,7,19,11,10,9,10,8,0,14,13,4,7,9,7
5,5,57,10,125,80,40,0,5,80,40,0,0,40,0,0,5,0,40,40,0,0,0,0,0,0,0,0
2,2,39,4,61,44,15,0,2,18,15,0,3,2,3,6,2,6,6,3,5,0,7,4,4,5,2,3
2,2,11,4,20,16,2,0,2,4,2,0,0,1,1,1,2,1,1,2,1,0,0,2,5,2,0,1
4,4,12,8,26,17,4,1,4,10,5,1,2,1,1,3,4,3,4,1,1,0,0,2,0,2,0,1
8,8,45,16,207,62,121,16,8,62,137,16,47,30,21,10,8,3,3,9,5,0,23,8,6,5,5,8
5,5,57,10,207,132,62,8,5,59,70,8,18,14,17,13,5,10,15,16,14,0,13,13,13,9,13,16
9,9,26,18,211,181,19,2,9,158,21,2,13,0,2,4,9,52,43,50,6,0,4,0,9,7,8,2
6,6,52,12,207,131,65,5,6,70,70,5,31,8,11,20,6,15,11,13,5,0,15,10,16,14,11,16
10,10,37,20,211,64,115,22,10,63,137,22,44,21,26,5,10,8,8,3,7,0,24,5,7,9,7,5
9,9,9,18,57,30,12,6,9,16,18,6,4,1,3,1,9,5,2,5,2,0,4,4,3,3,3,2
10,10,26,20,105,33,59,3,10,60,62,3,49,4,0,11,10,2,2,7,1,0,6,3,1,2,2,2
11,11,25,22,213,146,50,6,11,48,56,6,12,13,13,18,11,16,10,10,17,0,12,16,18,18,17,6
5,5,12,10,52,40,6,1,5,40,7,1,5,0,0,0,5,8,15,12,1,0,1,1,0,2,0,1
8,8,25,16,93,36,47,2,8,43,49,2,31,5,2,8,8,4,5,3,1,0,9,2,3,6,2,2
4,4,103,8,208,136,68,0,4,136,68,0,0,68,0,0,4,0,68,68,0,0,0,0,0,0,0,0
12,12,12,24,103,59,29,3,12,25,32,3,9,13,3,11,12,7,7,2,4,0,4,4,7,7,2,8
6,6,18,12,83,55,19,3,6,19,22,3,4,3,6,8,6,3,6,6,6,0,6,4,4,3,9,6
8,8,33,16,209,153,41,7,8,51,48,7,10,9,11,15,8,13,11,17,21,0,11,22,19,13,15,7
11,11,28,22,217,124,73,9,11,65,82,9,20,18,15,9,11,15,10,20,10,0,20,11,13,10,14,12
9,9,26,18,209,177,21,2,9,163,23,2,15,1,2,5,9,35,55,58,3,0,3,2,4,2,9,4
7,7,91,14,217,140,70,0,7,140,70,0,0,70,0,0,7,0,70,70,0,0,0,0,0,0,0,0
5,5,5,10,21,12,4,0,5,7,4,0,0,1,1,0,5,1,2,4,0,0,2,2,0,1,1,1
12,12,38,24,215,96,105,2,12,106,107,2,76,8,12,18,12,13,10,7,5,0,9,14,7,9,7,6
3,3,58,6,129,90,34,2,3,37,36,2,11,11,2,9,3,8,10,8,13,0,10,11,8,2,6,15
5,5,22,10,92,69,18,0,5,0,18,0,0,8,6,6,5,0,0,0,14,8,4,13,0,8,9,11
12,12,19,24,212,184,16,0,12,167,16,0,16,0,0,6,12,46,46,59,3,0,0,3,5,7,5,4
6,6,44,12,166,97,58,5,6,58,63,5,31,7,7,16,6,9,8,10,12,0,13,14,5,13,4,6
10,10,6,20,58,46,2,0,10,41,2,0,2,0,0,0,10,14,16,9,2,0,0,4,0,0,1,0
7,7,7,14,38,20,11,0,7,10,11,0,3,3,2,2,7,3,2,2,2,0,3,1,2,4,0,2
12,12,15,24,166,140,14,0,12,125,14,0,12,1,1,2,12,40,45,28,7,0,0,3,3,6,3,3
9,9,43,18,210,99,100,2,9,89,102,2,50,19,12,16,9,14,9,16,6,0,19,11,3,7,9,8
2,2,19,4,36,32,2,0,2,4,2,0,0,0,1,0,2,0,2,2,5,0,1,6,6,2,5,4
8,8,17,16,93,47,33,5,8,20,38,5,7,5,7,7,8,4,4,5,4,0,14,4,5,6,3,5
4,4,31,8,85,45,33,3,4,23,36,3,7,7,6,3,4,6,8,2,2,0,13,6,3,6,5,4
5,5,23,10,90,60,25,0,5,0,25,0,0,8,9,11,5,0,0,0,8,5,8,7,0,11,8,10
3,3,61,6,132,89,36,4,3,38,40,4,11,4,4,9,3,6,14,7,3,0,17,12,11,7,7,13
3,3,50,6,116,88,23,2,3,32,25,2,4,8,1,14,3,5,9,14,10,0,10,5,4,8,9,10
4,4,50,8,161,120,35,2,4,49,37,2,13,8,6,17,4,11,9,16,10,0,8,13,10,17,11,6
9,9,31,18,210,142,49,10,9,66,59,10,13,13,14,16,9,16,21,16,14,0,9,13,11,12,13,10
5,5,5,10,14,6,3,0,5,4,3,0,2,0,0,1,5,1,1,0,0,0,1,0,1,2,0,0
6,6,40,12,176,113,53,4,6,47,57,4,18,13,14,20,6,16,6,7,10,0,8,15,11,5,10,13
8,8,39,16,189,120,48,13,8,44,61,13,11,20,7,10,8,7,10,16,6,0,10,13,17,16,9,16
7,7,10,14,28,14,7,0,7,14,7,0,0,7,0,0,7,0,7,7,0,0,0,0,0,0,0,0
2,2,55,4,91,70,19,0,2,27,19,0,7,4,4,5,2,5,11,4,12,0,4,5,5,12,3,8
7,7,40,14,212,152,42,11,7,52,53,11,10,13,9,20,7,15,15,12,7,0,10,14,20,22,14,13
8,8,16,16,92,52,28,4,8,29,32,4,9,6,9,3,8,9,4,7,7,0,4,3,8,3,4,4
8,8,15,16,95,65,19,3,8,26,22,3,7,3,3,5,8,6,8,5,4,0,6,7,8,8,7,7
8,8,38,16,213,126,67,12,8,55,79,12,16,15,18,11,8,15,13,11,14,0,18,7,14,16,14,11
5,5,19,10,49,31,12,1,5,9,13,1,1,3,3,2,5,4,2,2,2,0,5,2,7,3,4,3
7,7,18,14,103,73,23,0,7,0,23,0,0,5,11,17,7,0,0,0,12,12,7,14,0,10,4,4
12,12,6,24,54,27,12,3,12,13,15,3,3,4,5,0,12,2,5,3,1,0,0,3,6,1,4,2
11,11,27,22,215,134,58,12,11,55,70,12,18,15,13,15,11,8,10,19,8,0,12,15,12,15,18,14
2,2,11,4,18,12,4,0,2,5,4,0,1,1,0,3,2,1,1,2,1,0,2,2,1,0,0,1
10,10,35,20,170,75,80,5,10,76,85,5,53,8,5,18,10,10,5,8,10,0,14,3,6,5,6,4
7,7,51,14,207,68,114,18,7,59,132,18,32,27,27,5,7,11,7,9,5,0,28,7,9,6,3,6
6,6,55,12,208,96,90,16,6,57,106,16,28,22,24,11,6,9,10,10,7,0,16,9,12,7,13,8
10,10,27,20,217,154,53,0,10,0,53,0,0,19,14,14,10,0,0,0,27,25,20,17,0,27,24,20
8,8,9,16,57,35,13,1,8,14,14,1,3,6,3,5,8,3,5,3,6,0,1,5,3,2,1,2
9,9,89,18,225,144,72,0,9,144,72,0,0,72,0,0,9,0,72,72,0,0,0,0,0,0,0,0
2,2,33,4,48,29,17,0,2,17,17,0,7,4,1,4,2,6,2,2,4,0,5,2,4,0,3,2
8,8,5,16,29,14,7,0,8,4,7,0,1,4,0,5,8,0,1,2,2,0,2,0,3,1,0,0
2,2,60,4,95,69,24,0,2,33,24,0,8,6,7,8,2,7,9,9,6,0,3,4,7,4,6,9
4,4,42,8,126,86,32,4,4,37,36,4,12,8,6,12,4,7,8,10,10,0,6,9,6,5,9,10
7,7,13,14,68,40,19,2,7,12,21,2,5,6,2,5,7,2,2,3,5,0,6,5,4,4,5,5
9,9,12,18,36,18,9,0,9,18,9,0,0,9,0,0,9,0,9,9,0,0,0,0,0,0,0,0
12,12,26,24,216,117,78,9,12,58,87,9,22,22,14,20,12,14,8,14,10,0,20,10,7,14,10,10
3,3,17,6,38,26,9,0,3,10,9,0,3,4,2,6,3,1,2,4,1,0,0,2,4,1,2,3
8,8,29,16,213,189,13,3,8,175,16,3,12,1,0,5,8,56,54,53,2,0,0,2,4,5,3,5
12,12,23,24,141,93,31,5,12,26,36,5,7,14,5,10,12,4,10,5,14,0,5,10,7,9,9,15
10,10,20,20,141,85,33,13,10,34,46,13,10,7,10,10,10,12,5,7,9,0,6,12,8,4,10,8
4,4,9,8,29,19,5,1,4,3,6,1,1,1,0,1,4,2,0,0,2,0,3,2,6,3,2,1
7,7,46,14,209,136,62,4,7,71,66,4,32,19,3,15,7,12,14,13,10,0,8,14,15,13,17,13
6,6,44,12,168,104,50,8,6,55,58,8,26,4,6,12,6,8,13,8,8,0,14,9,16,12,7,11
4,4,6,8,19,11,3,1,4,2,4,1,0,2,0,2,4,1,1,0,2,0,1,0,2,0,1,2
2,2,51,4,85,67,16,0,2,22,16,0,4,9,2,6,2,8,6,4,8,0,1,7,1,13,9,5
11,11,21,22,213,186,14,2,11,166,16,2,8,1,5,4,11,54,45,59,3,0,0,8,2,4,2,5
5,5,4,10,17,9,3,0,5,4,3,0,1,0,0,2,5,1,1,1,0,0,2,1,1,1,0,1
3,3,18,6,41,27,9,2,3,13,11,2,5,0,2,6,3,1,5,2,2,0,2,5,0,2,2,2
2,2,59,4,94,68,24,0,2,0,24,0,0,9,5,9,2,0,0,0,14,9,10,10,0,9,9,8
9,9,16,18,107,63,33,2,9,30,35,2,10,7,9,2,9,4,6,10,8,0,7,8,8,9,4,4
7,7,36,14,131,86,32,6,7,33,38,6,13,5,7,11,7,7,6,7,9,0,7,9,11,11,9,6
11,11,21,22,212,184,15,2,11,168,17,2,14,0,1,6,11,59,50,45,2,0,0,5,5,4,5,3
3,3,11,6,27,18,6,0,3,5,6,0,2,2,1,2,3,3,0,0,0,0,1,1,2,6,3,1
3,3,36,6,93,75,15,0,3,34,15,0,3,5,3,2,3,17,7,7,6,0,4,2,9,9,8,8
4,4,9,8,18,5,9,0,4,5,9,0,4,4,1,1,4,0,0,1,0,0,0,0,0,2,0,1
12,12,18,24,95,59,22,2,12,31,24,2,6,3,4,6,12,5,7,13,6,0,9,2,6,7,5,2
7,7,32,14,153,79,63,4,7,32,67,4,10,22,14,9,7,9,8,5,11,0,17,10,8,8,8,3
2,2,47,4,74,54,18,0,2,20,18,0,4,6,4,8,2,8,4,4,4,0,4,7,5,7,3,4
3,3,30,6,69,53,12,1,3,24,13,1,7,1,1,9,3,5,5,7,3,0,3,2,8,3,10,1
8,8,36,16,214,142,54,10,8,60,64,10,17,17,10,14,8,14,10,19,12,0,10,19,5,22,9,18
4,4,21,8,56,45,7,0,4,14,7,0,1,3,2,7,4,6,2,5,3,0,1,3,4,4,5,6
6,6,35,12,138,70,52,10,6,35,62,10,16,9,11,9,6,6,3,10,8,0,16,11,5,3,6,9
10,10,24,20,136,31,86,9,10,31,95,9,26,20,15,1,10,4,1,0,7,0,25,5,1,2,2,8
6,6,34,12,148,86,56,0,6,0,56,0,0,17,19,10,6,0,0,0,6,11,20,17,0,14,14,14
3,3,5,6,12,6,3,0,3,2,3,0,1,1,1,1,3,0,1,0,1,0,0,1,0,0,1,1
9,9,32,18,209,136,49,15,9,53,64,15,11,9,13,21,9,13,14,15,11,0,16,5,10,19,13,15
2,2,57,4,73,30,41,0,2,25,41,0,14,5,8,2,2,3,7,1,4,0,14,1,5,2,3,2
5,5,8,10,35,25,5,0,5,6,5,0,2,1,2,3,5,2,1,1,3,0,0,5,3,1,3,3
8,8,12,16,71,40,21,2,8,16,23,2,6,5,7,3,8,4,3,3,5,0,3,4,3,7,3,5
2,2,42,4,64,42,20,0,2,0,20,0,0,3,8,7,2,0,0,0,3,5,9,7,0,3,8,9
4,4,55,8,112,72,36,0,4,72,36,0,0,36,0,0,4,0,36,36,0,0,0,0,0,0,0,0
4,4,35,8,97,52,39,2,4,35,41,2,15,12,7,3,4,5,9,6,3,0,5,3,6,8,3,6
10,10,29,20,125,43,69,3,10,60,72,3,49,4,5,11,10,2,5,4,4,0,11,4,4,3,4,2
5,5,45,10,205,182,16,2,5,164,18,2,15,1,0,5,5,55,55,39,7,0,0,4,2,1,7,7
7,7,11,14,58,34,15,2,7,10,17,2,5,4,3,6,7,1,1,3,6,0,3,4,4,5,2,2
6,6,11,12,50,31,10,3,6,13,13,3,2,3,2,1,6,7,1,3,0,0,3,3,2,7,2,5
7,7,17,14,49,15,27,0,7,25,27,0,23,0,0,8,7,1,1,0,1,0,4,0,1,1,1,1
9,9,39,18,213,139,56,9,9,64,65,9,20,17,11,16,9,15,17,12,10,0,8,13,17,22,8,9
2,2,30,4,49,36,11,0,2,0,11,0,0,2,6,3,2,0,0,0,7,5,3,7,0,2,5,7
9,9,23,18,187,160,16,2,9,144,18,2,13,0,1,3,9,42,44,45,6,0,2,7,6,3,2,2
10,10,85,20,220,140,70,0,10,140,70,0,0,70,0,0,10,0,70,70,0,0,0,0,0,0,0,0
4,4,45,8,136,91,38,3,4,43,41,3,13,9,10,6,4,10,12,8,6,0,6,9,11,9,9,11
7,7,40,14,210,142,52,9,7,50,61,9,10,12,16,15,7,17,11,12,20,0,14,16,14,13,13,11
7,7,47,14,210,99,89,15,7,60,104,15,27,23,19,9,7,7,9,17,12,0,20,4,13,10,9,9
4,4,43,8,88,56,28,0,4,56,28,0,0,28,0,0,4,0,28,28,0,0,0,0,0,0,0,0
10,10,37,20,160,93,49,8,10,46,57,8,14,10,11,12,10,9,13,10,11,0,14,8,8,5,8,9
4,4,17,8,55,39,11,1,4,13,12,1,1,3,5,3,4,5,4,3,3,0,2,5,3,6,2,5
4,4,22,8,68,48,14,2,4,13,16,2,4,5,5,6,4,2,5,2,7,0,0,2,8,7,3,6
11,11,27,22,214,132,59,12,11,58,71,12,19,19,13,14,11,12,10,17,8,0,8,16,11,9,15,20
6,6,23,12,123,103,13,1,6,98,14,1,12,0,0,2,6,31,37,18,3,0,1,2,2,2,3,3
7,7,39,14,208,141,55,5,7,60,60,5,22,11,10,14,7,13,12,13,11,0,12,17,16,17,16,12
5,5,14,10,53,32,15,1,5,8,16,1,3,1,5,3,5,0,3,2,2,0,6,5,10,2,1,4
7,7,11,14,59,36,14,2,7,17,16,2,7,4,0,1,7,4,2,4,5,0,3,8,1,4,1,6
3,3,18,6,49,41,5,0,3,33,5,0,4,0,1,0,3,6,14,9,2,0,0,3,2,2,2,1
8,8,36,16,211,139,51,13,8,52,64,13,14,12,17,19,8,11,7,20,14,0,8,12,14,11,16,15
9,9,26,18,181,125,41,6,9,53,47,6,13,7,9,9,9,16,11,13,10,0,12,11,13,16,14,12
5,5,47,10,176,119,45,7,5,50,52,7,14,12,12,7,5,11,14,11,19,0,7,12,7,12,16,10
11,11,37,22,218,130,65,12,11,57,77,12,17,19,15,14,11,11,13,16,13,0,14,10,11,10,13,19
7,7,35,14,184,116,61,0,7,0,61,0,0,27,18,12,7,0,0,0,16,15,16,19,0,21,15,18
6,6,12,12,65,53,5,1,6,52,6,1,5,0,0,0,6,17,16,14,2,0,0,2,1,1,0,0
4,4,39,8,92,30,52,6,4,19,58,6,11,12,12,1,4,3,3,2,2,0,17,4,4,5,3,3
5,5,45,10,141,58,72,6,5,45,78,6,25,23,7,4,5,9,5,6,7,0,17,3,4,7,7,6
3,3,57,6,138,104,29,2,3,49,31,2,10,8,8,15,3,13,17,9,8,0,3,10,5,11,8,8
12,12,14,24,126,77,32,5,12,42,37,5,12,8,5,3,12,9,6,15,4,0,7,9,8,10,8,5
12,12,39,24,214,87,108,7,12,95,115,7,75,7,8,22,12,6,6,8,8,0,18,6,8,8,10,5
12,12,33,24,172,70,88,2,12,85,90,2,71,5,5,20,12,7,4,3,10,0,7,5,7,4,5,5
3,3,32,6,89,79,7,0,3,68,7,0,6,0,0,4,3,30,16,16,0,0,1,1,3,6,1,2
11,11,23,22,165,80,60,14,11,39,74,14,14,19,9,3,11,6,8,11,7,0,18,9,13,9,7,7
2,2,7,4,14,12,0,0,2,0,0,0,0,0,0,4,2,0,0,0,1,2,0,1,0,3,1,0
3,3,55,6,125,85,34,3,3,39,37,3,10,6,10,7,3,11,14,4,9,0,8,9,4,14,7,6
6,6,41,12,155,93,51,5,6,57,56,5,26,9,8,10,6,9,13,9,9,0,8,9,7,11,8,8
9,9,26,18,209,176,23,1,9,168,24,1,18,0,4,2,9,60,43,47,2,0,1,7,4,3,4,4
5,5,50,10,196,143,42,6,5,71,48,6,15,9,9,10,5,18,16,22,9,0,9,13,17,14,18,6
7,7,33,14,211,186,16,2,7,173,18,2,13,1,1,7,7,49,63,48,3,0,1,5,1,5,2,3
10,10,21,20,154,92,48,4,10,43,52,4,13,11,15,10,10,10,11,9,9,0,9,6,9,13,10,5
5,5,52,10,191,128,50,8,5,57,58,8,18,11,12,20,5,14,9,16,15,0,9,9,8,10,14,13
10,10,19,20,83,49,22,2,10,17,24,2,3,9,7,8,10,5,6,3,4,0,3,3,5,4,6,5
2,2,49,4,82,64,16,0,2,24,16,0,4,4,2,5,2,5,7,8,7,0,6,9,7,6,6,4
2,2,22,4,42,38,2,0,2,36,2,0,2,0,0,0,2,13,10,11,0,0,0,1,1,0,0,2
9,9,25,18,210,187,13,1,9,169,14,1,11,0,2,6,9,47,49,62,6,0,0,3,6,2,3,3
11,11,27,22,216,136,57,12,11,54,69,12,14,12,17,15,11,17,9,14,14,0,14,12,7,23,9,16
8,8,32,16,133,92,28,5,8,32,33,5,7,7,6,11,8,8,10,7,6,0,8,9,8,9,8,16
4,4,37,8,103,67,28,4,4,25,32,4,8,7,9,17,4,6,5,6,6,0,4,6,2,6,9,4
